Level,LevelType,LevelArrangement,ScrewTypes,ScrewCapacities,ScrewPositions,NutTypes,NutColors
315,0,13,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;0,8;4,0;4,2;4,4;4,6;4,8;0,0;0,2;8,8","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2","4,4,5,12;7,12,8,9;10,11,5,6;1,4,2,3;;12,7,9,8;10,3,1,5;11,2,6,9;1,7,3,8;8,6,10,2;1,6,12,3;9,7,5,11;10,2,11,4"
316,0,32,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;0,0;0,2","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","5,6,8,5;5,2,8,12;2,10,6,10;11,2,5,6;10,12,8,11;12,10,11,8;12,2,11,6"
317,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4;0,10","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;","2,11,8,6;12,1,9,8;8,6,6,11;11,2,11,5;7,5,1,9;9,9,7,6;1,12,12,7;2,7,12,8;5,1,5,2;"
318,0,11,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,0;4,2;4,4;4,6;0,0;0,6","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","10,10,1,3;9,7,9,12;5,1,10,12;9,3,1,4;6,10,7,3;12,7,3,4;6,12,4,5;5,5,1,6;4,6,9,7;"
319,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","8,11,6,1;2,10,2,6;1,6,5,8;9,12,2,1;11,10,9,12;8,5,11,5;10,6,12,8;5,9,11,1;10,2,12,9"
320,0,37,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;0,14;4,11;4,13;0,0;0,2;0,4;0,6;0,8;4,9","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","8,6,8,7;5,2,7,1;10,9,4,3;10,4,4,5;;7,3,1,12;9,11,10,11;2,8,6,12;9,3,10,4;6,6,1,9;1,3,5,5;2,11,2,12;7,12,11,8"
321,0,13,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;8,8;4,0;4,2;4,4;4,6;4,8;0,0;0,2;0,8","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","9,1,6,5;7,6,11,11;5,9,2,7;6,12,5,3;11,12,1,11;2,3,9,8;7,8,12,3;2,12,2,10;3,1,9,6;7,10,5,4;4,8,10,8;1,4,10,4;"
322,0,38,"1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;4,11;0,0;0,2;0,4;0,6","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","11,8,11,8;11,2,1,9;6,2,10,5;8,4,12,6;2,6,12,5;4,10,6,12;1,9,1,9;11,4,5,4;1,5,12,9;10,2,10,8"
323,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4;0,10","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","5,8,1,12;9,9,11,2;1,6,6,11;6,5,7,1;12,5,7,12;2,9,5,8;9,1,6,11;12,8,11,2;7,2,7,8;"
324,0,11,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,0;4,2;4,4;4,6;0,0;0,6","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;","6,6,1,6;9,5,7,6;9,4,4,3;9,4,12,3;1,1,7,7;9,1,10,12;10,10,10,5;5,12,5,3;3,7,4,12;"
325,0,36,"1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;0,0;0,2;0,4","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2","6,5,1,11;5,2,11,12;2,10,6,12;2,8,10,5;2,6,12,1;8,6,8,12;11,10,8,1;5,1,10,11"
326,0,33,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;4,12;4,14;0,1;0,3;0,5;0,7;0,13","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;","5,10,9,11;5,7,6,4;4,10,3,7;8,6,4,7;4,12,8,6;9,10,9,3;7,1,2,1;5,8,8,6;5,2,2,2;9,11,11,12;1,12,11,10;1,3,12,3;"
327,0,13,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;8,8;4,0;4,2;4,4;4,6;4,8;0,0;0,2;0,8","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","10,5,3,8;7,10,3,2;4,9,11,8;1,1,7,8;12,2,8,11;4,6,7,12;11,6,1,12;7,12,4,9;2,6,1,5;9,3,4,10;3,9,5,11;10,6,5,2;"
328,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","12,6,11,9;10,2,8,1;8,12,2,8;5,10,12,1;9,5,11,9;10,12,1,11;10,1,2,6;6,8,9,5;5,11,6,2"
329,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4;0,10","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","5,7,12,9;7,2,7,6;1,1,2,5;8,6,11,12;11,2,9,8;7,9,12,11;12,5,9,1;2,5,8,6;1,11,6,8;"
330,0,11,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,0;4,2;4,4;4,6;0,0;0,6","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","4,7,3,4;9,12,12,10;5,12,9,1;3,9,4,3;5,1,6,3;4,6,7,5;10,6,6,7;10,9,12,5;1,7,1,10;"
331,0,38,"1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;4,11;0,0;0,2;0,4;0,6","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","6,4,10,2;1,12,1,5;9,10,9,5;2,4,6,2;4,8,2,10;12,1,8,12;1,5,11,5;8,10,9,8;12,9,6,11;11,6,11,4"
332,0,33,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;4,12;4,14;0,1;0,3;0,5;0,7;0,13","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","6,12,9,1;10,10,10,6;4,7,11,12;12,8,4,5;1,10,9,7;5,5,1,2;3,8,12,2;9,7,11,4;3,11,8,11;2,3,4,6;1,5,2,9;6,8,7,3;"
333,0,13,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;8,8;4,0;4,2;4,4;4,6;4,8;0,0;0,2;0,8","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;","1,6,11,2;7,9,12,1;12,5,6,2;1,7,3,10;5,9,3,10;8,9,4,8;1,8,6,7;2,3,5,11;9,4,2,12;7,10,8,11;4,6,4,12;11,5,10,3;"
334,0,36,"1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","2,6,2,1;10,1,5,12;11,5,12,8;2,10,11,5;10,12,5,10;8,6,11,2;6,1,6,8;1,8,12,11"
335,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4;0,10","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;","11,11,6,8;7,8,12,8;12,7,8,9;9,12,1,9;6,12,6,5;11,2,1,1;1,11,7,2;5,2,6,5;2,5,9,7;"
336,0,11,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,0;4,2;4,4;4,6;0,0;0,6","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","5,9,9,3;9,12,10,4;4,12,3,10;12,6,1,7;12,6,5,5;6,9,4,3;5,7,1,7;6,1,10,1;4,3,10,7;"
337,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","8,9,10,9;5,8,9,8;10,2,5,1;6,11,11,2;12,9,11,1;6,8,5,11;12,6,1,2;2,10,1,5;12,6,12,10"
338,0,37,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;0,14;4,9;4,13;0,0;0,2;0,4;0,6;0,8;4,11","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","11,1,9,6;6,6,7,10;10,6,8,4;5,5,2,9;;10,4,3,2;9,3,2,3;12,7,1,9;7,12,8,5;10,11,12,8;1,1,3,11;11,5,4,4;8,2,7,12"
339,0,13,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;8,8;4,0;4,2;4,4;4,6;4,8;0,0;0,2;0,8","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","3,12,1,4;7,11,4,3;9,10,2,2;11,8,7,9;3,5,12,3;10,4,12,1;1,6,6,2;8,5,8,7;12,10,8,9;11,5,6,6;10,7,2,9;5,4,11,1;"
340,0,38,"1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;4,11;0,0;0,2;0,4;0,6","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2","5,10,8,1;5,8,9,2;5,2,6,5;4,12,9,11;4,10,12,4;12,9,11,2;6,12,8,1;11,1,11,6;10,2,9,1;10,6,4,8"
341,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4;0,10","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","11,9,5,9;8,8,1,7;6,9,11,12;6,5,12,11;7,8,1,5;6,7,11,5;12,2,2,12;2,6,1,1;9,8,2,7;"
342,0,11,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,0;4,2;4,4;4,6;0,0;0,6","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;","4,9,12,1;1,6,9,4;12,10,7,12;9,7,7,3;9,4,12,3;5,1,1,3;5,6,7,3;10,10,6,10;5,6,5,4;"
343,0,36,"1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","2,12,5,8;6,12,10,8;6,12,6,1;10,5,1,11;10,1,5,1;2,10,11,5;12,2,8,11;8,6,11,2"
344,0,33,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;4,12;4,14;0,1;0,3;0,5;0,7;0,13","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;","10,12,11,10;12,6,5,2;2,4,5,2;8,6,1,2;9,8,4,3;12,6,4,7;5,1,11,11;8,7,10,11;9,3,3,8;7,12,1,9;1,10,5,7;3,6,9,4;"
345,0,13,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;8,8;4,0;4,2;4,4;4,6;4,8;0,0;0,2;0,8","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","4,5,4,5;7,2,8,7;5,3,11,12;8,4,2,8;10,8,9,11;12,9,10,5;4,12,7,6;1,7,1,12;2,3,9,6;6,2,11,6;10,9,3,11;1,1,10,3;"
346,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","5,8,5,11;8,9,12,8;5,1,6,12;1,6,12,8;10,11,10,12;6,9,10,2;9,5,2,6;11,9,2,1;2,10,11,1"
347,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4;0,10","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","2,11,2,6;9,8,9,1;7,1,5,8;12,5,12,7;8,8,7,9;2,6,11,9;12,5,6,11;2,5,11,12;6,1,1,7;"
348,0,11,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,0;4,2;4,4;4,6;0,0;0,6","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","7,1,6,5;4,10,7,9;9,5,3,3;5,7,10,6;1,6,10,3;9,12,4,9;12,12,4,3;6,5,1,4;7,12,10,1;"
349,0,38,"1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;4,11;0,0;0,2;0,4;0,6","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","12,6,12,2;8,2,4,5;11,9,1,8;2,8,5,11;5,1,9,5;9,1,2,11;12,6,4,10;10,12,6,4;6,10,4,10;1,11,8,9"
350,0,37,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;4,11;4,13;0,0;0,2;0,4;0,6;0,8;0,14","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","1,2,11,3;4,8,8,4;9,12,2,7;6,3,1,12;5,9,6,2;9,11,10,10;1,5,2,12;6,4,8,7;3,1,10,9;12,3,7,5;5,4,11,8;7,11,6,10;"
351,0,13,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;8,8;4,0;4,2;4,4;4,6;4,8;0,0;0,2;0,8","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;","2,12,2,7;7,1,3,5;9,11,4,6;5,1,8,9;1,10,5,12;9,1,12,4;6,11,9,3;11,10,3,5;12,2,10,7;8,6,3,8;10,4,11,8;4,7,2,6;"
352,0,36,"1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","12,2,8,10;10,12,8,10;1,2,11,10;5,1,6,11;1,11,12,1;11,6,2,5;2,5,8,6;12,8,5,6"
353,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4;0,10","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;","8,6,7,6;1,11,7,8;12,5,9,11;5,7,2,6;9,5,12,1;12,8,5,2;12,6,9,1;2,1,8,9;11,2,7,11;"
354,0,11,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,0;4,2;4,4;4,6;0,0;0,6","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","9,9,12,7;4,4,12,3;6,10,7,4;10,1,3,12;5,12,6,3;4,1,10,10;3,1,7,1;6,6,7,5;5,9,9,5;"
355,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2","11,1,10,11;12,6,2,10;9,8,6,9;2,9,2,5;6,10,5,8;8,2,1,6;11,1,10,11;12,8,1,12;9,5,12,5"
356,0,37,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;0,14;4,9;4,11;4,13;0,2;0,4;0,6;0,8;0,0","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","6,3,1,4;4,9,1,3;5,9,12,8;11,8,9,9;;10,3,7,1;6,8,8,4;12,11,5,10;12,4,7,10;11,10,2,6;5,7,2,2;12,3,5,6;1,11,7,2"
357,0,13,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;8,8;4,0;4,2;4,4;4,6;4,8;0,0;0,2;0,8","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","6,9,7,3;8,10,1,12;2,1,11,8;5,9,9,11;12,1,7,5;10,11,4,7;11,2,10,3;6,8,3,12;4,12,2,4;4,9,5,2;5,1,10,7;8,6,3,6;"
358,0,38,"1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;4,11;0,0;0,2;0,4;0,6","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","9,1,12,11;2,8,12,1;11,9,5,11;6,9,6,12;4,8,2,8;5,10,1,5;5,10,1,4;6,4,12,6;8,11,2,10;9,4,10,2"
359,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4;0,10","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","1,8,1,2;8,5,8,7;2,5,12,6;1,9,9,1;6,8,6,7;12,11,9,11;5,7,7,2;2,9,6,12;5,11,12,11;"
360,0,11,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,0;4,2;4,4;4,6;0,0;0,6","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;","5,1,7,3;4,9,10,7;1,6,3,12;3,4,10,7;6,1,10,1;9,6,10,4;9,12,9,5;4,5,5,6;12,3,12,7;"
361,0,36,"1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","11,2,6,12;2,10,6,5;8,12,6,5;12,1,5,10;12,2,1,5;11,6,8,10;8,11,1,8;2,1,11,10"
362,0,33,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;4,12;4,14;0,1;0,3;0,5;0,7;0,13","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;","11,4,4,9;3,1,1,1;4,10,12,9;5,5,10,3;2,7,2,5;8,6,12,1;4,3,2,12;11,9,9,10;7,11,11,7;6,7,12,10;5,8,3,6;2,8,8,6;"
363,0,13,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;8,8;4,0;4,2;4,4;4,6;4,8;0,0;0,2;0,8","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","10,2,11,9;8,5,4,6;10,1,6,2;11,11,1,12;4,1,8,7;2,3,2,3;1,7,12,10;12,3,12,4;11,4,10,8;7,9,3,5;6,9,7,5;8,6,5,9;"
364,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","2,9,2,9;1,6,8,11;10,9,1,5;6,12,5,11;10,6,8,10;2,9,12,5;11,1,6,12;1,10,5,8;12,11,8,2"
365,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4;0,10","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","2,12,7,7;8,11,8,1;12,11,1,6;12,6,9,1;6,7,2,8;5,2,9,1;5,6,5,12;2,11,9,7;8,5,11,9;"
366,0,11,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,0;4,2;4,4;4,6;0,0;0,6","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","10,4,4,10;4,9,9,5;12,5,12,7;6,1,12,4;6,3,1,10;1,3,10,3;7,7,3,1;6,9,7,12;6,5,5,9;"
367,0,38,"1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;4,11;0,0;0,2;0,4;0,6","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","12,5,12,4;2,1,8,2;12,11,8,9;4,2,11,6;8,9,2,1;8,10,1,12;6,4,6,5;9,11,9,11;4,10,5,10;1,6,5,10"
